scientific_name	authority	rank	aphia_id	url	parent_name	parent_id	status	valid_aphia_id	valid_name	valid_authority	kingdom	phylum	class	order	family	genus	classification
Xanthidium antilopeum	K¸tzing, 1849	Species	704932	https://www.marinespecies.org/aphia.php?p=taxdetails&id=704932	Xanthidium	410626	accepted	704932	Xanthidium antilopeum	K¸tzing, 1849	Plantae	Charophyta	Conjugatophyceae	Desmidiales	Desmidiaceae	Xanthidium	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Charophyta - [Class] Conjugatophyceae - [Order] Desmidiales - [Family] Desmidiaceae - [Genus] Xanthidium - [Species] Xanthidium antilopeum
Cyanodictyon balticum	Cronberg, 2003	Species	707720	https://www.marinespecies.org/aphia.php?p=taxdetails&id=707720	Cyanodictyon	177108	accepted	707720	Cyanodictyon balticum	Cronberg, 2003	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Synechococcaceae	Cyanodictyon	[] Biota - [Kingdom] Bacteria - [Subkingdom] Gracilicutes - [Phylum] Cyanobacteria - [Class] Cyanophyceae - [Subclass] Synechococcophycideae - [Order] Synechococcales - [Family] Synechococcaceae - [Subfamily] Aphanothecoideae - [Genus] Cyanodictyon - [Species] Cyanodictyon balticum
Gymnodinium litoralis	A.Rev±È, 2011	Species	707830	https://www.marinespecies.org/aphia.php?p=taxdetails&id=707830	Gymnodinium	109475	accepted	707830	Gymnodinium litoralis	A.Rev±È, 2011	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Myzozoa - [Subphylum] Dinozoa - [Infraphylum] Dinoflagellata - [Class] Dinophyceae - [Order] Gymnodiniales - [Family] Gymnodiniaceae - [Genus] Gymnodinium - [Species] Gymnodinium litoralis
Vicicitus globosus	(Y.Hara & Chihara) F.H.Chang, 2012	Species	707927	https://www.marinespecies.org/aphia.php?p=taxdetails&id=707927	Vicicitus	707571	accepted	707927	Vicicitus globosus	(Y.Hara & Chihara) F.H.Chang, 2012	Chromista	Ochrophyta	Dictyochophyceae	Dictyochales	Dictyochaceae	Vicicitus	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Monista - [Superclass] Hypogyristia - [Class] Dictyochophyceae - [Order] Dictyochales - [Family] Dictyochaceae - [Genus] Vicicitus - [Species] Vicicitus globosus
Grammonema striatulum	(Lyngbye) C.Agardh	Species	708292	https://www.marinespecies.org/aphia.php?p=taxdetails&id=708292	Grammonema	602444	accepted	708292	Grammonema striatulum	(Lyngbye) C.Agardh	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Grammonema	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Khakista - [Class] Bacillariophyceae - [Subclass] Fragilariophycidae - [Superorder] Fragilariophycanae - [Order] Fragilariales - [Family] Fragilariaceae - [Genus] Grammonema - [Species] Grammonema striatulum
Oxydromus flexuosus	(Delle Chiaje, 1827)	Species	710680	https://www.marinespecies.org/aphia.php?p=taxdetails&id=710680	Oxydromus	173457	accepted	710680	Oxydromus flexuosus	(Delle Chiaje, 1827)	Animalia	Annelida	Polychaeta	Phyllodocida	Hesionidae	Oxydromus	[] Biota - [Kingdom] Animalia - [Phylum] Annelida - [Class] Polychaeta - [Subclass] Errantia - [Order] Phyllodocida - [Suborder] Nereidiformia - [Family] Hesionidae - [Subfamily] Ophiodrominae - [Tribe] Ophiodromini - [Genus] Oxydromus - [Species] Oxydromus flexuosus
Tanytarsini		Tribe	712121	https://www.marinespecies.org/aphia.php?p=taxdetails&id=712121	Chironominae	150869	accepted	712121	Tanytarsini		Animalia	Arthropoda	Hexapoda	Diptera	Chironomidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Allotriocarida - [Class] Hexapoda - [Subclass] Insecta - [Infraclass] Pterygota - [Order] Diptera - [Suborder] Nematocera - [Infraorder] Culicomorpha - [Family] Chironomidae - [Subfamily] Chironominae - [Tribe] Tanytarsini
Tanypodinae		Subfamily	712122	https://www.marinespecies.org/aphia.php?p=taxdetails&id=712122	Chironomidae	118100	accepted	712122	Tanypodinae		Animalia	Arthropoda	Hexapoda	Diptera	Chironomidae		[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Allotriocarida - [Class] Hexapoda - [Subclass] Insecta - [Infraclass] Pterygota - [Order] Diptera - [Suborder] Nematocera - [Infraorder] Culicomorpha - [Family] Chironomidae - [Subfamily] Tanypodinae
Austrominius modestus	(Darwin, 1854)	Species	712167	https://www.marinespecies.org/aphia.php?p=taxdetails&id=712167	Austrominius	534790	accepted	712167	Austrominius modestus	(Darwin, 1854)	Animalia	Arthropoda	Thecostraca	Balanomorpha	Elminiidae	Austrominius	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Thecostraca - [Subclass] Cirripedia - [Infraclass] Thoracica - [Superorder] Thoracicalcarea - [Order] Balanomorpha - [Superfamily] Elminioidea - [Family] Elminiidae - [Genus] Austrominius - [Species] Austrominius modestus
Schoenoplectus lacustris	(L.) Palla	Species	715967	https://www.marinespecies.org/aphia.php?p=taxdetails&id=715967	Schoenoplectus	382429	accepted	715967	Schoenoplectus lacustris	(L.) Palla	Plantae	Tracheophyta	Magnoliopsida	Poales	Cyperaceae	Schoenoplectus	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Lilianae - [Order] Poales - [Family] Cyperaceae - [Genus] Schoenoplectus - [Species] Schoenoplectus lacustris
Lemna trisulca	L.	Species	715973	https://www.marinespecies.org/aphia.php?p=taxdetails&id=715973	Lemna	715972	accepted	715973	Lemna trisulca	L.	Plantae	Tracheophyta	Magnoliopsida	Alismatales	Araceae	Lemna	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Lilianae - [Order] Alismatales - [Family] Araceae - [Genus] Lemna - [Species] Lemna trisulca
Elatine	L.	Genus	715981	https://www.marinespecies.org/aphia.php?p=taxdetails&id=715981	Elatinaceae	715980	accepted	715981	Elatine	L.	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Elatinaceae	Elatine	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Rosanae - [Order] Malpighiales - [Family] Elatinaceae - [Genus] Elatine
Sagittaria	L.	Genus	715985	https://www.marinespecies.org/aphia.php?p=taxdetails&id=715985	Alismataceae	715984	accepted	715985	Sagittaria	L.	Plantae	Tracheophyta	Magnoliopsida	Alismatales	Alismataceae	Sagittaria	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Lilianae - [Order] Alismatales - [Family] Alismataceae - [Genus] Sagittaria
Sagittaria natans	Pall.	Species	715986	https://www.marinespecies.org/aphia.php?p=taxdetails&id=715986	Sagittaria	715985	accepted	715986	Sagittaria natans	Pall.	Plantae	Tracheophyta	Magnoliopsida	Alismatales	Alismataceae	Sagittaria	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Lilianae - [Order] Alismatales - [Family] Alismataceae - [Genus] Sagittaria - [Species] Sagittaria natans
Potamogeton gramineus	L.	Species	715987	https://www.marinespecies.org/aphia.php?p=taxdetails&id=715987	Potamogeton	416210	accepted	715987	Potamogeton gramineus	L.	Plantae	Tracheophyta	Magnoliopsida	Alismatales	Potamogetonaceae	Potamogeton	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Lilianae - [Order] Alismatales - [Family] Potamogetonaceae - [Genus] Potamogeton - [Species] Potamogeton gramineus
Elatine hydropiper	L.	Species	715988	https://www.marinespecies.org/aphia.php?p=taxdetails&id=715988	Elatine	715981	accepted	715988	Elatine hydropiper	L.	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Elatinaceae	Elatine	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Rosanae - [Order] Malpighiales - [Family] Elatinaceae - [Genus] Elatine - [Species] Elatine hydropiper
Crassula aquatica	(L.) Schˆnland	Species	715996	https://www.marinespecies.org/aphia.php?p=taxdetails&id=715996	Crassula	737997	accepted	715996	Crassula aquatica	(L.) Schˆnland	Plantae	Tracheophyta	Magnoliopsida	Saxifragales	Crassulaceae	Crassula	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Saxifraganae - [Order] Saxifragales - [Family] Crassulaceae - [Genus] Crassula - [Species] Crassula aquatica
Zannichellia major	(Hartm.) Rchb.	Species	715997	https://www.marinespecies.org/aphia.php?p=taxdetails&id=715997	Zannichellia	416221	accepted	715997	Zannichellia major	(Hartm.) Rchb.	Plantae	Tracheophyta	Magnoliopsida	Alismatales	Potamogetonaceae	Zannichellia	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Lilianae - [Order] Alismatales - [Family] Potamogetonaceae - [Genus] Zannichellia - [Species] Zannichellia major
Alisma wahlenbergii	(Holmb.) Juz.	Species	715999	https://www.marinespecies.org/aphia.php?p=taxdetails&id=715999	Alisma	715998	accepted	715999	Alisma wahlenbergii	(Holmb.) Juz.	Plantae	Tracheophyta	Magnoliopsida	Alismatales	Alismataceae	Alisma	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Lilianae - [Order] Alismatales - [Family] Alismataceae - [Genus] Alisma - [Species] Alisma wahlenbergii
Elatine orthosperma	D¸ben	Species	716000	https://www.marinespecies.org/aphia.php?p=taxdetails&id=716000	Elatine	715981	accepted	716000	Elatine orthosperma	D¸ben	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Elatinaceae	Elatine	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Rosanae - [Order] Malpighiales - [Family] Elatinaceae - [Genus] Elatine - [Species] Elatine orthosperma
Callitriche	L.	Genus	716283	https://www.marinespecies.org/aphia.php?p=taxdetails&id=716283	Plantaginaceae	382434	accepted	716283	Callitriche	L.	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Callitriche	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Asteranae - [Order] Lamiales - [Family] Plantaginaceae - [Genus] Callitriche
Callitriche hermaphroditica	L.	Species	716284	https://www.marinespecies.org/aphia.php?p=taxdetails&id=716284	Callitriche	716283	accepted	716284	Callitriche hermaphroditica	L.	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Plantaginaceae	Callitriche	[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Infrakingdom] Streptophyta - [Phylum (Division)] Tracheophyta - [Subphylum (Subdivision)] Spermatophytina - [Class] Magnoliopsida - [Superorder] Asteranae - [Order] Lamiales - [Family] Plantaginaceae - [Genus] Callitriche - [Species] Callitriche hermaphroditica
Galba truncatula	(O. F. M¸ller, 1774)	Species	716336	https://www.marinespecies.org/aphia.php?p=taxdetails&id=716336	Galba	716335	accepted	716336	Galba truncatula	(O. F. M¸ller, 1774)	Animalia	Mollusca	Gastropoda		Lymnaeidae	Galba	[] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Gastropoda - [Subclass] Heterobranchia - [Infraclass] Euthyneura - [Subterclass] Tectipleura - [Superorder] Hygrophila - [Superfamily] Lymnaeoidea - [Family] Lymnaeidae - [Subfamily] Lymnaeinae - [Genus] Galba - [Species] Galba truncatula
Daphnia galeata	G.O. Sars, 1863	Species	717575	https://www.marinespecies.org/aphia.php?p=taxdetails&id=717575	Daphnia	148370	accepted	717575	Daphnia galeata	G.O. Sars, 1863	Animalia	Arthropoda	Branchiopoda	Anomopoda	Daphniidae	Daphnia	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Allotriocarida - [Class] Branchiopoda - [Subclass] Phyllopoda - [Superorder] Diplostraca - [Order] Anomopoda - [Family] Daphniidae - [Genus] Daphnia - [Species] Daphnia galeata
Myxas glutinosa	(O. F. M¸ller, 1774)	Species	724527	https://www.marinespecies.org/aphia.php?p=taxdetails&id=724527	Myxas	724526	accepted	724527	Myxas glutinosa	(O. F. M¸ller, 1774)	Animalia	Mollusca	Gastropoda		Lymnaeidae	Myxas	[] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Gastropoda - [Subclass] Heterobranchia - [Infraclass] Euthyneura - [Subterclass] Tectipleura - [Superorder] Hygrophila - [Superfamily] Lymnaeoidea - [Family] Lymnaeidae - [Subfamily] Amphipepleinae - [Genus] Myxas - [Species] Myxas glutinosa
Chlamydomonadales	F.E.Fritsch	Order	732333	https://www.marinespecies.org/aphia.php?p=taxdetails&id=732333	Chlorophyceae	802	accepted	732333	Chlamydomonadales	F.E.Fritsch	Plantae	Chlorophyta	Chlorophyceae	Chlamydomonadales			[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Chlorophyceae - [Order] Chlamydomonadales
Pallaseopsis quadrispinosa	(G.O. Sars, 1867)	Species	732756	https://www.marinespecies.org/aphia.php?p=taxdetails&id=732756	Pallaseopsis	547927	accepted	732756	Pallaseopsis quadrispinosa	(G.O. Sars, 1867)	Animalia	Arthropoda	Malacostraca	Amphipoda	Pallaseidae	Pallaseopsis	[] Biota - [Kingdom] Animalia - [Phylum] Arthropoda - [Subphylum] Crustacea - [Superclass] Multicrustacea - [Class] Malacostraca - [Subclass] Eumalacostraca - [Superorder] Peracarida - [Order] Amphipoda - [Suborder] Senticaudata - [Infraorder] Gammarida - [Parvorder] Gammaridira - [Superfamily] Gammaroidea - [Family] Pallaseidae - [Genus] Pallaseopsis - [Species] Pallaseopsis quadrispinosa
Strombidium emergens	(Leegaard, 1915) Busch, 1921	Species	732820	https://www.marinespecies.org/aphia.php?p=taxdetails&id=732820	Strombidium	101195	accepted	732820	Strombidium emergens	(Leegaard, 1915) Busch, 1921	Chromista	Ciliophora	Oligotrichea	Oligotrichida	Strombidiidae	Strombidium	[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Alveolata - [Phylum] Ciliophora - [Subphylum] Intramacronucleata - [Class] Oligotrichea - [Subclass] Oligotrichia - [Order] Oligotrichida - [Family] Strombidiidae - [Genus] Strombidium - [Species] Strombidium emergens
Gyraulus albus	(O. F. M¸ller, 1774)	Species	742036	https://www.marinespecies.org/aphia.php?p=taxdetails&id=742036	Gyraulus	153936	accepted	742036	Gyraulus albus	(O. F. M¸ller, 1774)	Animalia	Mollusca	Gastropoda		Planorbidae	Gyraulus	[] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Gastropoda - [Subclass] Heterobranchia - [Infraclass] Euthyneura - [Subterclass] Tectipleura - [Superorder] Hygrophila - [Superfamily] Lymnaeoidea - [Family] Planorbidae - [Subfamily] Planorbinae - [Tribe] Planorbini - [Genus] Gyraulus - [Species] Gyraulus albus
Gyraulus crista	(Linnaeus, 1758)	Species	742037	https://www.marinespecies.org/aphia.php?p=taxdetails&id=742037	Gyraulus	153936	accepted	742037	Gyraulus crista	(Linnaeus, 1758)	Animalia	Mollusca	Gastropoda		Planorbidae	Gyraulus	[] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Gastropoda - [Subclass] Heterobranchia - [Infraclass] Euthyneura - [Subterclass] Tectipleura - [Superorder] Hygrophila - [Superfamily] Lymnaeoidea - [Family] Planorbidae - [Subfamily] Planorbinae - [Tribe] Planorbini - [Genus] Gyraulus - [Species] Gyraulus crista
Neogyptis rosea	(Malm, 1874)	Species	743514	https://www.marinespecies.org/aphia.php?p=taxdetails&id=743514	Neogyptis	743513	accepted	743514	Neogyptis rosea	(Malm, 1874)	Animalia	Annelida	Polychaeta	Phyllodocida	Hesionidae	Neogyptis	[] Biota - [Kingdom] Animalia - [Phylum] Annelida - [Class] Polychaeta - [Subclass] Errantia - [Order] Phyllodocida - [Suborder] Nereidiformia - [Family] Hesionidae - [Subfamily] Ophiodrominae - [Tribe] Amphidurini - [Genus] Neogyptis - [Species] Neogyptis rosea
Gyraulus acronicus	(J. B. FÈrussac, 1807)	Species	743564	https://www.marinespecies.org/aphia.php?p=taxdetails&id=743564	Gyraulus	153936	accepted	743564	Gyraulus acronicus	(J. B. FÈrussac, 1807)	Animalia	Mollusca	Gastropoda		Planorbidae	Gyraulus	[] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Gastropoda - [Subclass] Heterobranchia - [Infraclass] Euthyneura - [Subterclass] Tectipleura - [Superorder] Hygrophila - [Superfamily] Lymnaeoidea - [Family] Planorbidae - [Subfamily] Planorbinae - [Tribe] Planorbini - [Genus] Gyraulus - [Species] Gyraulus acronicus
Baltidrilus costatus	(ClaparËde, 1863)	Species	743898	https://www.marinespecies.org/aphia.php?p=taxdetails&id=743898	Baltidrilus	743897	accepted	743898	Baltidrilus costatus	(ClaparËde, 1863)	Animalia	Annelida	Clitellata	Tubificida	Naididae	Baltidrilus	[] Biota - [Kingdom] Animalia - [Phylum] Annelida - [Class] Clitellata - [Subclass] Oligochaeta - [Order] Tubificida - [Suborder] Tubificina - [Family] Naididae - [Subfamily] Tubificinae - [Genus] Baltidrilus - [Species] Baltidrilus costatus
Sedentaria	Lamarck, 1818	Subclass	754175	https://www.marinespecies.org/aphia.php?p=taxdetails&id=754175	Polychaeta	883	accepted	754175	Sedentaria	Lamarck, 1818	Animalia	Annelida	Polychaeta				[] Biota - [Kingdom] Animalia - [Phylum] Annelida - [Class] Polychaeta - [Subclass] Sedentaria
Parexogone hebes	(Webster & Benedict, 1884)	Species	757970	https://www.marinespecies.org/aphia.php?p=taxdetails&id=757970	Parexogone	325961	accepted	757970	Parexogone hebes	(Webster & Benedict, 1884)	Animalia	Annelida	Polychaeta	Phyllodocida	Syllidae	Parexogone	[] Biota - [Kingdom] Animalia - [Phylum] Annelida - [Class] Polychaeta - [Subclass] Errantia - [Order] Phyllodocida - [Suborder] Nereidiformia - [Family] Syllidae - [Subfamily] Exogoninae - [Genus] Parexogone - [Species] Parexogone hebes
Balcis devians	(Monterosato, 1884)	Species	764579	https://www.marinespecies.org/aphia.php?p=taxdetails&id=764579	Balcis	205837	unaccepted	152380	Curveulima devians	(Monterosato, 1884)	Animalia	Mollusca	Gastropoda	Littorinimorpha	Eulimidae	Balcis	[] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Gastropoda - [Subclass] Caenogastropoda - [Order] Littorinimorpha - [Superfamily] Vanikoroidea - [Family] Eulimidae - [Genus] Balcis - [Species] Balcis devians
Platyhelminthes	Minot, 1876	Phylum	793	https://www.marinespecies.org/aphia.php?p=taxdetails&id=793	Animalia	2	accepted	793	Platyhelminthes	Minot, 1876	Animalia	Platyhelminthes					[] Biota - [Kingdom] Animalia - [Phylum] Platyhelminthes
Turbellaria	Ehrenberg, 1831	Class	794	https://www.marinespecies.org/aphia.php?p=taxdetails&id=794	Platyhelminthes	793	unaccepted				Animalia	Platyhelminthes	Turbellaria				[] Biota - [Kingdom] Animalia - [Phylum] Platyhelminthes - [Class] Turbellaria
Nematoda		Phylum	799	https://www.marinespecies.org/aphia.php?p=taxdetails&id=799	Animalia	2	accepted	799	Nematoda		Animalia	Nematoda					[] Biota - [Kingdom] Animalia - [Phylum] Nematoda
Chlorophyta	Pascher, 1914	Phylum (Division)	801	https://www.marinespecies.org/aphia.php?p=taxdetails&id=801	Viridiplantae	368663	accepted	801	Chlorophyta	Pascher, 1914	Plantae	Chlorophyta					[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta
Euglena	Ehrenberg, 1830	Genus	8012	https://www.marinespecies.org/aphia.php?p=taxdetails&id=8012	Euglenaceae	21001	accepted	8012	Euglena	Ehrenberg, 1830	Protozoa	Euglenozoa	Euglenoidea	Euglenida	Euglenaceae	Euglena	[] Biota - [Kingdom] Protozoa - [Subkingdom] Eozoa - [Infrakingdom] Euglenozoa - [Phylum] Euglenozoa - [Class] Euglenoidea - [Subclass] Euglenia - [Order] Euglenida - [Family] Euglenaceae - [Genus] Euglena
Chlorophyceae	Wille, 1884	Class	802	https://www.marinespecies.org/aphia.php?p=taxdetails&id=802	Chlorophytina	1304953	accepted	802	Chlorophyceae	Wille, 1884	Plantae	Chlorophyta	Chlorophyceae				[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Chlorophyceae
Mesothuria intestinalis	(Ascanius, 1805)	Species	816800	https://www.marinespecies.org/aphia.php?p=taxdetails&id=816800	Mesothuria	123465	accepted	816800	Mesothuria intestinalis	(Ascanius, 1805)	Animalia	Echinodermata	Holothuroidea	Holothuriida	Mesothuriidae	Mesothuria	[] Biota - [Kingdom] Animalia - [Phylum] Echinodermata - [Subphylum] Echinozoa - [Class] Holothuroidea - [Subclass] Actinopoda - [Order] Holothuriida - [Family] Mesothuriidae - [Genus] Mesothuria - [Species] Mesothuria intestinalis
Planorbarius corneus	(Linnaeus, 1758)	Species	819958	https://www.marinespecies.org/aphia.php?p=taxdetails&id=819958	Planorbarius	818481	accepted	819958	Planorbarius corneus	(Linnaeus, 1758)	Animalia	Mollusca	Gastropoda		Planorbidae	Planorbarius	[] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Gastropoda - [Subclass] Heterobranchia - [Infraclass] Euthyneura - [Subterclass] Tectipleura - [Superorder] Hygrophila - [Superfamily] Lymnaeoidea - [Family] Planorbidae - [Subfamily] Planorbinae - [Tribe] Coretini - [Genus] Planorbarius - [Species] Planorbarius corneus
Ulotrichales	Borzi, 1895	Order	824	https://www.marinespecies.org/aphia.php?p=taxdetails&id=824	Ulvophyceae	146216	accepted	824	Ulotrichales	Borzi, 1895	Plantae	Chlorophyta	Ulvophyceae	Ulotrichales			[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Ulvophyceae - [Order] Ulotrichales
Ulvales	Blackman & Tansley, 1902	Order	827	https://www.marinespecies.org/aphia.php?p=taxdetails&id=827	Ulvophyceae	146216	accepted	827	Ulvales	Blackman & Tansley, 1902	Plantae	Chlorophyta	Ulvophyceae	Ulvales			[] Biota - [Kingdom] Plantae - [Subkingdom] Viridiplantae - [Phylum (Division)] Chlorophyta - [Subphylum (Subdivision)] Chlorophytina - [Class] Ulvophyceae - [Order] Ulvales
Phaeophyceae	Kjellman, 1891	Class	830	https://www.marinespecies.org/aphia.php?p=taxdetails&id=830	Fucistia	588642	accepted	830	Phaeophyceae	Kjellman, 1891	Chromista	Ochrophyta	Phaeophyceae				[] Biota - [Kingdom] Chromista - [Subkingdom] Harosa - [Infrakingdom] Heterokonta - [Phylum] Ochrophyta - [Subphylum] Phaeista - [Infraphylum] Limnista - [Superclass] Fucistia - [Class] Phaeophyceae
Magallana gigas	(Thunberg, 1793)	Species	836033	https://www.marinespecies.org/aphia.php?p=taxdetails&id=836033	Magallana	836032	accepted	836033	Magallana gigas	(Thunberg, 1793)	Animalia	Mollusca	Bivalvia	Ostreida	Ostreidae	Magallana	[] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Bivalvia - [Subclass] Autobranchia - [Infraclass] Pteriomorphia - [Order] Ostreida - [Superfamily] Ostreoidea - [Family] Ostreidae - [Subfamily] Crassostreinae - [Genus] Magallana - [Species] Magallana gigas
Pyrgiscus crenatus	(T. Brown, 1827)	Species	836211	https://www.marinespecies.org/aphia.php?p=taxdetails&id=836211	Pyrgiscus	456502	accepted	836211	Pyrgiscus crenatus	(T. Brown, 1827)	Animalia	Mollusca	Gastropoda		Pyramidellidae	Pyrgiscus	[] Biota - [Kingdom] Animalia - [Phylum] Mollusca - [Class] Gastropoda - [Subclass] Heterobranchia - [Infraclass] Euthyneura - [Subterclass] Tectipleura - [Superorder] Pylopulmonata - [Superfamily] Pyramidelloidea - [Family] Pyramidellidae - [Subfamily] Turbonillinae - [Genus] Pyrgiscus - [Species] Pyrgiscus crenatus
Dasysiphonia japonica	(Yendo) H.-S.Kim, 2012	Species	836896	https://www.marinespecies.org/aphia.php?p=taxdetails&id=836896	Dasysiphonia	369554	accepted	836896	Dasysiphonia japonica	(Yendo) H.-S.Kim, 2012	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Dasyaceae	Dasysiphonia	[] Biota - [Kingdom] Plantae - [Subkingdom] Biliphyta - [Phylum (Division)] Rhodophyta - [Subphylum (Subdivision)] Eurhodophytina - [Class] Florideophyceae - [Subclass] Rhodymeniophycidae - [Order] Ceramiales - [Family] Dasyaceae - [Subfamily] Dasyoideae - [Genus] Dasysiphonia - [Species] Dasysiphonia japonica
Chrysotila carterae	(Braarud & Fagerland) Andersen, Kim, Tittley & Yoon, 2014	Species	837255	https://www.marinespecies.org/aphia.php?p=taxdetails&id=837255	Chrysotila	601284	accepted	837255	Chrysotila carterae	(Braarud & Fagerland) Andersen, Kim, Tittley & Yoon, 2014	Chromista	Haptophyta	Prymnesiophyceae	Isochrysidales	Isochrysidaceae	Chrysotila	[] Biota - [Kingdom] Chromista - [Subkingdom] Hacrobia - [Phylum] Haptophyta - [Class] Prymnesiophyceae - [Order] Isochrysidales - [Family] Isochrysidaceae - [Genus] Chrysotila - [Species] Chrysotila carterae
