scientific_name	author	rank	taxon_id	synonyms	Class	Order	Family	Genus	taxon_hierarchy	RecommendedGUID
Cladopelma virescens	"(Meigen, 1818)"	species	235291		Insecta	Diptera	Chironomidae	Cladopelma	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Cladopelma - Cladopelma virescens	urn:lsid:dyntaxa.se:Taxon:235291
Cladopelma viridulum	"(Linnaeus, 1767)"	species	235292		Insecta	Diptera	Chironomidae	Cladopelma	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Cladopelma - Cladopelma viridulum	urn:lsid:dyntaxa.se:Taxon:235292
Cryptochironomus	"Kieffer, 1918"	genus	1009978		Insecta	Diptera	Chironomidae	Cryptochironomus	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Cryptochironomus	urn:lsid:dyntaxa.se:Taxon:1009978
Cryptochironomus albofasciatus	"(Stæger, 1839)"	species	235293		Insecta	Diptera	Chironomidae	Cryptochironomus	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Cryptochironomus - Cryptochironomus albofasciatus	urn:lsid:dyntaxa.se:Taxon:235293
Cryptochironomus defectus	"(Kieffer, 1913)"	species	235294		Insecta	Diptera	Chironomidae	Cryptochironomus	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Cryptochironomus - Cryptochironomus defectus	urn:lsid:dyntaxa.se:Taxon:235294
Cryptochironomus denticulatus	"(Goetghebuer, 1921)"	species	235295		Insecta	Diptera	Chironomidae	Cryptochironomus	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Cryptochironomus - Cryptochironomus denticulatus	urn:lsid:dyntaxa.se:Taxon:235295
Cryptochironomus obreptans	"(Walker, 1856)"	species	235296		Insecta	Diptera	Chironomidae	Cryptochironomus	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Cryptochironomus - Cryptochironomus obreptans	urn:lsid:dyntaxa.se:Taxon:235296
Cryptochironomus psittacinus	"(Meigen, 1830)"	species	235297		Insecta	Diptera	Chironomidae	Cryptochironomus	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Cryptochironomus - Cryptochironomus psittacinus	urn:lsid:dyntaxa.se:Taxon:235297
Cryptochironomus redekei	"(Kruseman, 1933)"	species	235298		Insecta	Diptera	Chironomidae	Cryptochironomus	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Cryptochironomus - Cryptochironomus redekei	urn:lsid:dyntaxa.se:Taxon:235298
Cryptochironomus rostratus	"Kieffer, 1921"	species	235299		Insecta	Diptera	Chironomidae	Cryptochironomus	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Cryptochironomus - Cryptochironomus rostratus	urn:lsid:dyntaxa.se:Taxon:235299
Cryptochironomus supplicans	"(Meigen, 1830)"	species	235300		Insecta	Diptera	Chironomidae	Cryptochironomus	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Cryptochironomus - Cryptochironomus supplicans	urn:lsid:dyntaxa.se:Taxon:235300
Cryptochironomus ussouriensis	"(Goetghebuer, 1933)"	species	235301		Insecta	Diptera	Chironomidae	Cryptochironomus	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Cryptochironomus - Cryptochironomus ussouriensis	urn:lsid:dyntaxa.se:Taxon:235301
Cryptotendipes	"Beck & Beck, 1969"	genus	1009979		Insecta	Diptera	Chironomidae	Cryptotendipes	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Cryptotendipes	urn:lsid:dyntaxa.se:Taxon:1009979
Cryptotendipes darbyi	"(Sublette, 1960)"	species	235302		Insecta	Diptera	Chironomidae	Cryptotendipes	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Cryptotendipes - Cryptotendipes darbyi	urn:lsid:dyntaxa.se:Taxon:235302
Cryptotendipes holsatus	"Lenz, 1959"	species	235303		Insecta	Diptera	Chironomidae	Cryptotendipes	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Cryptotendipes - Cryptotendipes holsatus	urn:lsid:dyntaxa.se:Taxon:235303
Cryptotendipes nigronitens	"(Edwards, 1929)"	species	235304		Insecta	Diptera	Chironomidae	Cryptotendipes	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Cryptotendipes - Cryptotendipes nigronitens	urn:lsid:dyntaxa.se:Taxon:235304
Cryptotendipes pflugfelderi	"Reiss, 1964"	species	235305		Insecta	Diptera	Chironomidae	Cryptotendipes	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Cryptotendipes - Cryptotendipes pflugfelderi	urn:lsid:dyntaxa.se:Taxon:235305
Cryptotendipes pseudotener	"(Goetghebuer, 1922)"	species	235306		Insecta	Diptera	Chironomidae	Cryptotendipes	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Cryptotendipes - Cryptotendipes pseudotener	urn:lsid:dyntaxa.se:Taxon:235306
Cryptotendipes usmaensis	"(Pagast, 1931)"	species	235307		Insecta	Diptera	Chironomidae	Cryptotendipes	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Cryptotendipes - Cryptotendipes usmaensis	urn:lsid:dyntaxa.se:Taxon:235307
Demicryptochironomus	"Lenz, 1941"	genus	1009982		Insecta	Diptera	Chironomidae	Demicryptochironomus	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Demicryptochironomus	urn:lsid:dyntaxa.se:Taxon:1009982
Demicryptochironomus (Demicryptochironomus)	"Lenz, 1941"	subgenus	235310		Insecta	Diptera	Chironomidae	Demicryptochironomus	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Demicryptochironomus - Demicryptochironomus (Demicryptochironomus)	urn:lsid:dyntaxa.se:Taxon:235310
Demicryptochironomus ploenensis	"Lenz, 1960"	species	235311		Insecta	Diptera	Chironomidae	Demicryptochironomus	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Demicryptochironomus - Demicryptochironomus (Demicryptochironomus) - Demicryptochironomus ploenensis	urn:lsid:dyntaxa.se:Taxon:235311
Demicryptochironomus vulneratus	"(J.W.Zetterstedt, 1838)"	species	235312		Insecta	Diptera	Chironomidae	Demicryptochironomus	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Demicryptochironomus - Demicryptochironomus (Demicryptochironomus) - Demicryptochironomus vulneratus	urn:lsid:dyntaxa.se:Taxon:235312
Demicryptochironomus (Irmakia)	"Reiss, 1988"	subgenus	235313		Insecta	Diptera	Chironomidae	Demicryptochironomus	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Demicryptochironomus - Demicryptochironomus (Irmakia)	urn:lsid:dyntaxa.se:Taxon:235313
Demicryptochironomus neglectus	"Reiss, 1988"	species	235314		Insecta	Diptera	Chironomidae	Demicryptochironomus	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Demicryptochironomus - Demicryptochironomus (Irmakia) - Demicryptochironomus neglectus	urn:lsid:dyntaxa.se:Taxon:235314
Dicrotendipes	"Kieffer, 1913"	genus	1009983		Insecta	Diptera	Chironomidae	Dicrotendipes	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Dicrotendipes	urn:lsid:dyntaxa.se:Taxon:1009983
Dicrotendipes lobiger	"(Kieffer, 1921)"	species	235315		Insecta	Diptera	Chironomidae	Dicrotendipes	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Dicrotendipes - Dicrotendipes lobiger	urn:lsid:dyntaxa.se:Taxon:235315
Dicrotendipes nervosus	"(Stæger, 1839)"	species	235316		Insecta	Diptera	Chironomidae	Dicrotendipes	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Dicrotendipes - Dicrotendipes nervosus	urn:lsid:dyntaxa.se:Taxon:235316
Dicrotendipes notatus	"(Meigen, 1818)"	species	235317		Insecta	Diptera	Chironomidae	Dicrotendipes	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Dicrotendipes - Dicrotendipes notatus	urn:lsid:dyntaxa.se:Taxon:235317
Dicrotendipes pulsus	"(Walker, 1856)"	species	235318		Insecta	Diptera	Chironomidae	Dicrotendipes	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Dicrotendipes - Dicrotendipes pulsus	urn:lsid:dyntaxa.se:Taxon:235318
Dicrotendipes tritomus	"(Kieffer, 1916)"	species	235319		Insecta	Diptera	Chironomidae	Dicrotendipes	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Dicrotendipes - Dicrotendipes tritomus	urn:lsid:dyntaxa.se:Taxon:235319
Einfeldia	"Kieffer, 1924"	genus	1009984		Insecta	Diptera	Chironomidae	Einfeldia	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Einfeldia	urn:lsid:dyntaxa.se:Taxon:1009984
Einfeldia natchitocheae	"(Sublette, 1964)"	species	235320		Insecta	Diptera	Chironomidae	Einfeldia	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Einfeldia - Einfeldia natchitocheae	urn:lsid:dyntaxa.se:Taxon:235320
Einfeldia pagana	"(Meigen, 1838)"	species	235321		Insecta	Diptera	Chironomidae	Einfeldia	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Einfeldia - Einfeldia pagana	urn:lsid:dyntaxa.se:Taxon:235321
Einfeldia palaearctica	"Ashe, 1990"	species	235322		Insecta	Diptera	Chironomidae	Einfeldia	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Einfeldia - Einfeldia palaearctica	urn:lsid:dyntaxa.se:Taxon:235322
Einfeldia pectoralis	"Kieffer, 1924"	species	235323		Insecta	Diptera	Chironomidae	Einfeldia	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Einfeldia - Einfeldia pectoralis	urn:lsid:dyntaxa.se:Taxon:235323
Endochironomus	"Kieffer, 1918"	genus	1009985		Insecta	Diptera	Chironomidae	Endochironomus	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Endochironomus	urn:lsid:dyntaxa.se:Taxon:1009985
Endochironomus albipennis	"(Meigen, 1830)"	species	235324		Insecta	Diptera	Chironomidae	Endochironomus	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Endochironomus - Endochironomus albipennis	urn:lsid:dyntaxa.se:Taxon:235324
Endochironomus oldenbergi	"Goetghebuer, 1932"	species	235325		Insecta	Diptera	Chironomidae	Endochironomus	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Endochironomus - Endochironomus oldenbergi	urn:lsid:dyntaxa.se:Taxon:235325
Endochironomus stackelbergi	"Goetghebuer, 1935"	species	235326		Insecta	Diptera	Chironomidae	Endochironomus	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Endochironomus - Endochironomus stackelbergi	urn:lsid:dyntaxa.se:Taxon:235326
Endochironomus tendens	"(Fabricius, 1775)"	species	235327		Insecta	Diptera	Chironomidae	Endochironomus	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Endochironomus - Endochironomus tendens	urn:lsid:dyntaxa.se:Taxon:235327
Glyptotendipes	"Kieffer, 1913"	genus	1009987		Insecta	Diptera	Chironomidae	Glyptotendipes	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Glyptotendipes	urn:lsid:dyntaxa.se:Taxon:1009987
Glyptotendipes (Glyptotendipes)	"Kieffer, 1913"	subgenus	235329		Insecta	Diptera	Chironomidae	Glyptotendipes	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Glyptotendipes - Glyptotendipes (Glyptotendipes)	urn:lsid:dyntaxa.se:Taxon:235329
Glyptotendipes aequalis	"(Kieffer, 1922)"	species	235330		Insecta	Diptera	Chironomidae	Glyptotendipes	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Glyptotendipes - Glyptotendipes (Glyptotendipes) - Glyptotendipes aequalis	urn:lsid:dyntaxa.se:Taxon:235330
Glyptotendipes caulicola	"(Kieffer, 1913)"	species	235331		Insecta	Diptera	Chironomidae	Glyptotendipes	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Glyptotendipes - Glyptotendipes (Glyptotendipes) - Glyptotendipes caulicola	urn:lsid:dyntaxa.se:Taxon:235331
Glyptotendipes foliicola	"Contreras-Lichtenberg, 1997"	species	235332		Insecta	Diptera	Chironomidae	Glyptotendipes	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Glyptotendipes - Glyptotendipes (Glyptotendipes) - Glyptotendipes foliicola	urn:lsid:dyntaxa.se:Taxon:235332
Glyptotendipes imbecilis	"(Walker, 1856)"	species	235333		Insecta	Diptera	Chironomidae	Glyptotendipes	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Glyptotendipes - Glyptotendipes (Glyptotendipes) - Glyptotendipes imbecilis	urn:lsid:dyntaxa.se:Taxon:235333
Glyptotendipes scirpi	"(Kieffer, 1915)"	species	235334		Insecta	Diptera	Chironomidae	Glyptotendipes	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Glyptotendipes - Glyptotendipes (Glyptotendipes) - Glyptotendipes scirpi	urn:lsid:dyntaxa.se:Taxon:235334
Glyptotendipes viridis	"(Macquart, 1834)"	species	235335		Insecta	Diptera	Chironomidae	Glyptotendipes	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Glyptotendipes - Glyptotendipes (Glyptotendipes) - Glyptotendipes viridis	urn:lsid:dyntaxa.se:Taxon:235335
Glyptotendipes (Phytotendipes)	"Goetghebuer, 1937"	subgenus	235336		Insecta	Diptera	Chironomidae	Glyptotendipes	Animalia - Arthropoda - Hexapoda - Insecta - Diptera - Nematocera - Chironomoidea - Chironomidae - Chironominae - Chironomini - Glyptotendipes - Glyptotendipes (Phytotendipes)	urn:lsid:dyntaxa.se:Taxon:235336
